Age	Fare	Name	Parents/Children Aboard	Pclass	Sex	Siblings/Spouses Aboard	Survived
36.0	6.95	Mr. John Flynn	0	3	male	0	0
23.0	56.4958	Mr. Len Lam	0	3	male	0	0
1.0	37.0042	Master. Andre Mallet	2	2	male	0	1
19.0	7.75	Mr. Thomas Joseph McCormack	0	3	male	0	1
62.0	80.0	Mrs. George Nelson (Martha Evelyn) Stone	0	1	female	0	1
15.0	14.4542	Mrs. Antoni (Selini Alexander) Yasbeck	0	3	female	1	1
0.8300000000000001	18.75	Master. George Sibley Richards	1	2	male	1	1
30.0	7.2292	Mr. Amin Saad	0	3	male	0	0
23.0	7.8542000000000005	Mr. Albert Augustsson	0	3	male	0	0
17.0	10.5	Miss. Bertha Ilett	0	2	female	0	1
18.0	8.3	Mr. Owen George Allum	0	3	male	0	0
39.0	83.1583	Miss. Sara Rebecca Compton	1	1	female	1	1
21.0	8.6625	Mr. Jakob Pasic	0	3	male	0	0
20.0	8.05	Mr. Maurice Sirota	0	3	male	0	0
32.0	56.4958	Mr. Chang Chip	0	3	male	0	1
29.0	29.7	Mr. Pierre Marechal	0	1	male	0	1
20.0	7.925	Mr. Ilmari Rudolf Alhomaki	0	3	male	0	0
16.0	10.5	Mr. Thomas Charles Mudd	0	2	male	0	0
30.0	31.0	Miss. Augusta Serepeca	0	1	female	0	1
34.5	6.4375	Mr. Peter L Lemberopolous	0	3	male	0	0
33.0	15.85	Mrs. Karl Alfred (Maria Mathilda Gustafsson) Backstrom	0	3	female	3	1
17.0	8.6625	Mr. Jeso Culumovic	0	3	male	0	0
42.0	7.55	Mr. Anthony Abbing	0	3	male	0	0
18.0	69.55	Mr. Douglas Bullen Sage	2	3	male	8	0
35.0	7.8958	Mr. Marin Markoff	0	3	male	0	0
28.0	33.0	Rev. John Harper	1	2	male	0	0
40.0	89.1042	Mrs. Samuel L (Edwiga Grabowska) Goldenberg	0	1	female	1	1
4.0	31.275	Master. Sigvard Harald Elias Andersson	2	3	male	4	0
74.0	7.775	Mr. Johan Svensson	0	3	male	0	0
9.0	15.2458	Miss. Nourelain Boulos	1	3	female	1	0
16.0	39.4	Miss. Mary Conover Lines	1	1	female	0	1
16.0	34.375	Mr. William Neal Ford	3	3	male	1	0
44.0	26.0	Mrs. Ernest Courtenay (Lilian Hughes) Carter	0	2	female	1	0
18.0	9.35	Mrs. Sam (Leah Rosen) Aks	1	3	female	0	1
45.0	164.8667	Mrs. George Dennick (Mary Hitchcock) Wick	1	1	female	1	1
51.0	26.55	Mr. Peter Denis Daly	0	1	male	0	1
24.0	19.2583	Mrs. Solomon (Latifa Qurban) Baclini	3	3	female	0	1
30.0	7.2292	Mr. Raihed Razi	0	3	male	0	0
41.0	14.1083	Mr. Claus Peter Hansen	0	3	male	2	0
21.0	11.5	Mr. Frederick Edward Giles	0	2	male	1	0
48.0	25.9292	Mrs. Frederick Joel (Margaret Welles Barron) Swift	0	1	female	0	1
14.0	69.55	Miss. Dorothy Edith Sage	2	3	female	8	0
20.0	8.05	Mr. Selman Francis Slocovski	0	3	male	0	0
24.0	13.0	Mr. John William Gill	0	2	male	0	0
42.0	13.0	Mrs. (Karolina) Bystrom	0	2	female	0	1
27.0	13.8583	Miss. Asuncion Duran y More	0	2	female	1	1
31.0	50.4958	Mr. Washington Augustus II Roebling	0	1	male	0	0
23.0	9.5	Mr. Philemon van Melkebeke	0	3	male	0	0
4.0	11.1333	Master. Harold Theodor Johnson	1	3	male	1	1
26.0	7.8958	Mr. Cerin Balkic	0	3	male	0	0
47.0	52.5542	Mrs. Richard Leonard (Sallie Monypeny) Beckwith	1	1	female	1	1
33.0	5.0	Mr. Frans Olof Carlsson	0	1	male	0	0
47.0	9.0	Mr. Victor Vander Cruyssen	0	3	male	0	0
23.0	263.0	Miss. Mabel Helen Fortune	2	1	female	3	1
28.0	24.0	Mrs. Samuel (Hannah Wizosky) Abelson	0	2	female	1	1
15.0	7.225	Miss. Adele Kiamie Najib	0	3	female	0	1
20.0	9.8458	Mr. Alfred Ossian Gustafsson	0	3	male	0	0
19.0	7.8958	Mr. Nedelio Petroff	0	3	male	0	0
23.0	7.8958	Mr. Kristo Laleff	0	3	male	0	0
56.0	83.1583	Mrs. Thomas Jr (Lily Alexenia Wilson) Potter	1	1	female	0	1
25.0	26.0	Mrs. William (Imanita Parrish Hall) Shelley	1	2	female	0	1
33.0	7.8958	Mr. Johann Markun	0	3	male	0	0
22.0	10.5167	Miss. Gerda Ulrika Dahlberg	0	3	female	0	0
28.0	10.5	Mr. Frederick James Banfield	0	2	male	0	0
24.0	8.05	Mr. Francesco Celotti	0	3	male	0	0
25.0	7.05	Mr. Henry Jr Sutehall	0	3	male	0	0
39.0	29.125	Mrs. William (Margaret Norton) Rice	5	3	female	0	0
27.0	13.0	Rev. Juozas Montvila	0	2	male	0	0
19.0	30.0	Miss. Margaret Edith Graham	0	1	female	0	1
7.0	23.45	Miss. Catherine Helen Johnston	2	3	female	1	0
26.0	30.0	Mr. Karl Howell Behr	0	1	male	0	1
32.0	7.75	Mr. Patrick Dooley	0	3	male	0	0
29.0	8.05	Mr. Emil Christmann	0	3	male	0	0
14.0	30.0708	Mrs. Nicholas (Adele Achem) Nasser	0	2	female	1	1
20.0	7.8542000000000005	Mr. Paul Edvin Andreasson	0	3	male	0	0
46.0	61.175	Mr. Herbert Fuller Chaffee	0	1	male	1	0
26.0	20.575	Mr. Bertram Frank Dean	2	3	male	1	0
59.0	7.25	Mr. Daniel Coxon	0	3	male	0	0
22.0	8.05	Mr. Charles Joseph Shorney	0	3	male	0	0
71.0	34.6542	Mr. George B Goldschmidt	0	1	male	0	0
23.0	63.3583	Mr. William Bertram Greenfield	1	1	male	0	1
34.0	23.0	Mrs. John T (Ada Julia Bone) Doling	1	2	female	0	1
34.0	26.0	Mr. Sinai Kantor	0	2	male	1	0
28.0	7.8958	Miss. Matilda Petranec	0	3	female	0	0
